shot_aerial_won,shot_first_time,shot_statsbomb_xg,under_pressure,shot_open_goal,shot_follows_dribble,goal,shot_body_part_Head,shot_body_part_Left Foot,shot_body_part_Other,shot_body_part_Right Foot,shot_technique_Backheel,shot_technique_Diving Header,shot_technique_Half Volley,shot_technique_Lob,shot_technique_Normal,shot_technique_Overhead Kick,shot_technique_Volley,shot_type_Corner,shot_type_Free Kick,shot_type_Open Play,shot_type_Penalty,x,y,distance,angle,shooting
1,0,0.040682483,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,104.0,40.5,0.22735978652350144,0.15582069504078855,0.5929203539823009
0,1,0.020378562,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,97.1,51.8,0.3715889889085019,0.08774752667159331,0.6902654867256637
0,0,0.018372303,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,87.6,40.9,0.4699405996808987,0.07814054804961418,0.4601769911504425
0,1,0.021973275,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,98.9,55.8,0.3804406935404905,0.07757630447613646,0.24778761061946897
0,0,0.042172648,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,92.5,38.0,0.3983721091422567,0.09148698950633649,0.5132743362831858
0,0,0.029766008,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,88.7,45.6,0.46083924416309485,0.07847195127478497,0.5929203539823009
0,0,0.06322595,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,100.6,38.3,0.2786203823790897,0.12852659909493064,0.6902654867256637
1,0,0.053067956,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,110.1,40.0,0.1370418389298439,0.2444522038948954,0.654867256637168
1,0,0.1275583,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,113.8,40.4,0.08251948295752375,0.363910263550802,0.6902654867256637
0,0,0.015910536,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,119.0,31.2,0.12161331508582036,0.040561832614618695,0.6902654867256637
0,0,0.030480662,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,106.7,57.4,0.31450278585033803,0.07180362220129949,0.5929203539823009
0,0,0.7835,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,108.1,40.1,0.16662262577099282,0.20642413930915773,0.5929203539823009
0,0,0.029034575,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,114.8,52.1,0.18539688464061818,0.08222206268691358,0.4424778761061947
0,0,0.030180862,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,91.0,52.0,0.45474240458574205,0.07480233582317801,0.5929203539823009
0,1,0.13087088,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,111.6,47.9,0.16116377601304185,0.16598687902062284,0.6371681415929202
0,0,0.077933714,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,110.5,29.5,0.20003275707445428,0.12437746782319874,0.584070796460177
0,0,0.23376036,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,113.5,50.7,0.17577838882796173,0.11265579294256733,0.3185840707964601
0,0,0.049535286,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,95.1,45.9,0.369046251493191,0.09621544567546114,0.663716814159292
1,0,0.06659844,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,113.9,33.2,0.12573100108293708,0.19936498038474035,0.654867256637168
0,0,0.018342422,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,91.2,53.0,0.45789788674430154,0.07332435916054664,0.5929203539823009
0,1,0.052287232,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,102.4,45.2,0.2620256380192539,0.13164890070145469,0.486725663716814
0,1,0.010207619,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,111.8,58.6,0.29123363380654327,0.05210050719935427,0.5929203539823009
0,0,0.04009199,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,109.6,53.7,0.24499333191195727,0.09198514210853402,0.4070796460176991
0,0,0.113149695,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,105.7,36.4,0.20870378091945177,0.16439722134219312,0.663716814159292
1,0,0.07826833,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,112.8,35.0,0.12027073102566276,0.24129460579417472,0.4070796460176991
1,0,0.04666579,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,108.1,41.5,0.16800886127560558,0.20372253447831742,0.663716814159292
0,0,0.011335243,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,98.5,58.4,0.4091070166556993,0.0686754241208149,0.5929203539823009
0,0,0.020838741,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,99.8,55.8,0.3698717002849077,0.07852980667777369,0.6902654867256637
0,1,0.09758941,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,106.7,27.2,0.26360435257531495,0.10078742196304143,0.831858407079646
0,0,0.06449923,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,111.3,31.8,0.16743464563367205,0.1596524686940387,0.6814159292035398
0,0,0.06912176,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,100.1,32.9,0.303083160210372,0.11276659349861823,0.4336283185840708
0,1,0.099637605,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,98.5,37.1,0.3114534490020992,0.115121468703392,0.831858407079646
0,1,0.11382007,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,108.3,53.3,0.252587279583646,0.09694049863242983,0.6814159292035398
0,0,0.03182141,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,94.5,49.1,0.3910146862045416,0.08822660429058338,0.5575221238938053
0,1,0.09121263,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,112.5,47.1,0.14336536836813984,0.18609513135253453,0.831858407079646
0,1,0.07658853,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,109.1,48.3,0.19323892590764155,0.14957949649273317,0.831858407079646
0,0,0.21433078,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,105.7,37.3,0.20584210137272432,0.16832776429427312,0.5575221238938053
0,0,0.18286362,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,111.3,31.7,0.16845214174041553,0.15792534086434845,0.6814159292035398
0,0,0.2884541,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,105.2,30.1,0.2539486193888396,0.11927347571509017,0.831858407079646
0,1,0.40337983,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,113.0,36.0,0.10986661700101887,0.27118930463494645,0.831858407079646
0,0,0.09020361,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,108.8,39.4,0.15650279446275758,0.21786359723312881,0.831858407079646
0,0,0.007407917,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,105.7,15.4,0.4114103268554432,0.04556863469236436,0.5752212389380531
0,0,0.052000813,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,97.0,34.7,0.339668394815302,0.10433790966661699,0.5752212389380531
0,1,0.26655242,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,108.1,37.5,0.17045770232996105,0.19904694606338666,0.5398230088495575
0,0,0.007217188,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,81.8,43.2,0.5575005543560342,0.06596509699079942,0.831858407079646
0,0,0.08637849,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,101.1,29.3,0.3118076897245885,0.10197611999382054,0.831858407079646
0,0,0.13156974,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,102.2,42.0,0.2555176872636067,0.1391039066482639,0.7079646017699115
0,0,0.011281221,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,103.8,19.8,0.37354421305825664,0.06222665437713576,0.7079646017699115
0,0,0.02247615,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,94.0,50.7,0.40640194078524794,0.08351584447194249,0.5663716814159292
1,0,0.028544832,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,106.8,36.3,0.19336301146121654,0.17532438797837852,0.6814159292035398
0,0,0.01430155,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,84.2,39.1,0.5201998296288043,0.07079307336198169,0.831858407079646
0,0,0.00794791,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,113.1,17.5,0.33865511538648924,0.032553831249840175,0.34513274336283184
0,1,0.037031572,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,99.5,37.2,0.29660163178124177,0.12056187153877712,0.5309734513274336
0,1,0.08890048,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,104.3,46.3,0.24080209435854905,0.13851417403461072,0.4601769911504425
0,0,0.049227413,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,91.8,32.7,0.4213945383764873,0.08423312391661449,0.7079646017699115
0,0,0.023659008,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,93.3,26.9,0.43042966594687054,0.07676203863128117,0.23008849557522115
0,0,0.013055121,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,81.6,47.3,0.5686490560664096,0.06381016640886723,0.5575221238938053
0,0,0.025520954,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,93.5,32.3,0.3987178780098743,0.08818614935637206,0.4778761061946901
0,0,0.048907835,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,97.7,41.2,0.3208812884587438,0.11268075770595244,0.053097345132743334
0,1,0.029830199,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,107.8,56.5,0.2940898879071769,0.07525738000546704,0.4513274336283186
0,1,0.042904112,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,98.9,48.4,0.3264754162500427,0.10368151680280495,0.5575221238938053
0,0,0.025981788,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,98.7,23.9,0.38547102803761607,0.07633271461414776,0.4513274336283186
0,0,0.09931971,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,106.4,52.1,0.25982912677917497,0.10574446731190869,0.7079646017699115
0,0,0.20881954,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,106.6,43.5,0.19544494912275048,0.17429286345809591,0.831858407079646
0,0,0.033813566,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,89.8,36.0,0.4411238944237415,0.08242727089755934,0.584070796460177
0,0,0.022353113,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,89.5,44.3,0.4461201398961699,0.08144320097444732,0.486725663716814
0,0,0.043935984,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,103.6,56.6,0.33570833347835843,0.07745175219151455,0.4336283185840708
0,0,0.13444935,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,114.9,36.3,0.08381934128356207,0.3324914001009884,0.7433628318584071
0,0,0.01844787,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,89.2,38.8,0.44644168094790937,0.08209652017370767,0.486725663716814
0,0,0.05377169,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,106.2,55.7,0.2997444434839443,0.08164620630716608,0.5929203539823009
0,0,0.09102986,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,106.0,38.0,0.19977151547742894,0.17404829371002317,0.5929203539823009
0,0,0.08547409,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,112.7,45.2,0.12318172210127744,0.2346320314371271,0.7433628318584071
0,0,0.029618971,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,93.9,45.0,0.3836141097414345,0.09350799269427763,0.4336283185840708
0,1,0.9309608,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,107.9,44.6,0.18206739978658948,0.1809127096713773,0.5929203539823009
0,1,0.108534634,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,107.5,33.3,0.2003666714633712,0.15763829062450418,0.831858407079646
0,0,0.039751444,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,100.0,53.0,0.3433795129958326,0.08964884030635106,0.4336283185840708
0,0,0.031473197,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,91.9,41.1,0.40648871265083697,0.08988405501484158,0.7433628318584071
0,0,0.011221787,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,106.7,19.9,0.34704892299295725,0.05926000946041855,0.4513274336283186
0,0,0.062933214,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,111.5,54.3,0.23664167197372782,0.08120521106163556,0.5663716814159292
0,0,0.022778338,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,93.1,48.8,0.4091697173667377,0.08516393065878615,0.4336283185840708
0,1,0.09985776,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,115.9,30.3,0.14637124017312186,0.10592516810386433,0.24778761061946897
0,0,0.006052804,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,98.0,16.2,0.46991094434865166,0.05364367559313643,0.5575221238938053
0,0,0.08188085,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,106.4,53.3,0.2719367235271761,0.09701617011287454,0.4336283185840708
0,0,0.6710842,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,114.8,35.4,0.09331024171444781,0.2903263935359867,0.831858407079646
0,0,0.1296479,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,103.5,33.1,0.2551128575865936,0.13044798092778273,0.5752212389380531
0,0,0.006718399,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,91.5,21.8,0.4906876273399361,0.06351185761497974,0.4778761061946901
0,0,0.033653088,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,96.3,33.1,0.35565713162954016,0.09845690533450965,0.4070796460176991
0,0,0.026551615,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,98.2,48.2,0.3350613561117618,0.10182108562383267,0.4601769911504425
0,0,0.15863478,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,115.2,42.7,0.07208524945388164,0.3863087678392269,0.4513274336283186
1,0,0.02692826,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,111.0,30.8,0.18096186193072702,0.14274864219545533,0.4601769911504425
0,0,0.06537466,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,95.4,48.8,0.3769894471775691,0.09137864638626093,0.6283185840707963
0,0,0.7835,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,108.1,40.1,0.16662262577099282,0.20642413930915773,0.4778761061946901
0,0,0.042541504,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,107.8,31.0,0.21482999091305097,0.13629286287566147,0.8407079646017699
0,1,0.07175075,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,103.7,28.7,0.2839359303090456,0.10590052300519134,0.35398230088495575
0,0,0.026292687,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,91.9,46.5,0.417142380316349,0.08558264967044316,0.8053097345132743
0,0,0.08819401,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,107.2,27.9,0.25110971249358616,0.10660039049234911,0.7433628318584071
0,0,0.008539065,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,89.6,57.0,0.5056955032142317,0.06379570340799642,0.5575221238938053
0,0,0.05817316,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,94.0,44.8,0.3816141683293937,0.09409217655844783,0.5575221238938053
1,0,0.053504072,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,112.6,47.2,0.14332240779630012,0.18423038604840866,0.654867256637168
0,1,0.009195219,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,105.5,21.9,0.3335916305705939,0.06962257034663562,0.5929203539823009
1,0,0.08600595,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,109.1,40.0,0.15182912583238156,0.22390830038013196,0.7699115044247786
0,0,0.0063308235,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,86.5,54.1,0.5281121819638862,0.06447010793284598,0.6371681415929202
0,0,0.06823085,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,112.6,46.2,0.13340438385680622,0.2082356190428803,0.6283185840707963
0,1,0.08666622,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,100.4,40.3,0.2805124702998416,0.1281344050252951,0.6902654867256637
1,0,0.06392977,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,110.7,40.4,0.12829661048190005,0.258227481817433,0.6902654867256637
0,0,0.036854643,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,98.9,37.5,0.3048418797929605,0.1177118180933916,0.654867256637168
0,0,0.009442206,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,105.9,21.2,0.3381489408043559,0.06599425055078059,0.6902654867256637
0,0,0.085416034,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,101.1,30.8,0.30147984600307454,0.10859800185682925,0.7699115044247786
0,0,0.007847312,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,90.0,24.3,0.4913431368616715,0.06658771112936615,0.36283185840707965
0,1,0.25768486,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,112.3,42.2,0.109066079570993,0.2888798872826206,0.6283185840707963
0,0,0.018673059,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,87.1,36.0,0.4807319401328433,0.07592701770814596,0.7699115044247786
0,0,0.008477993,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,92.5,22.4,0.47344978530977094,0.06574186546420377,0.04424778761061943
0,1,0.09077663,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,105.8,43.7,0.20763822296954554,0.1648845175861974,0.6460176991150441
0,0,0.21775685,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,112.0,30.9,0.16981812136765576,0.1448367698602138,0.5221238938053097
0,0,0.032052133,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,95.4,42.9,0.35693389934587555,0.1012692295314509,0.584070796460177
0,0,0.007770324,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,74.2,37.2,0.669169895128703,0.05525533085187819,0.6460176991150441
0,1,0.061368152,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,101.3,41.2,0.26773872882348265,0.13364274874435364,0.5398230088495575
0,1,0.077146724,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,109.9,48.3,0.1839600174934338,0.1530430828564016,0.584070796460177
1,0,0.13836569,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,114.6,36.0,0.09002002695547928,0.3110036111676307,0.34513274336283184
0,1,0.08201798,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,111.0,47.3,0.16200804682420167,0.17404317161738178,0.5398230088495575
0,0,0.015411514,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,84.9,39.8,0.5096898946099059,0.07223532764739267,0.5929203539823009
0,0,0.023893356,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,96.9,55.3,0.4003649677794274,0.07673246624865025,0.4778761061946901
0,0,0.038286563,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,99.4,51.1,0.3366733717763647,0.09569302249461062,0.5398230088495575
0,0,0.055252105,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,98.7,26.1,0.3667509385601158,0.08396888774921134,0.584070796460177
0,0,0.055601783,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,108.0,23.4,0.29353811864496154,0.0743387816980055,0.5221238938053097
0,0,0.0057993284,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,83.5,36.9,0.532326827826403,0.06900127098336536,0.2920353982300885
0,0,0.031234942,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,95.2,49.1,0.3812812487035238,0.09013096831955514,0.5398230088495575
0,1,0.017961128,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,85.7,43.9,0.5011197494827877,0.07298476365935508,0.2920353982300885
0,1,0.010206044,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,84.6,34.6,0.5201729890027686,0.07003446004241454,0.34513274336283184
0,0,0.022893518,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,93.0,29.0,0.42176749151458626,0.08066749454742791,0.24778761061946897
0,0,0.058230437,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,102.7,26.7,0.31332920405820214,0.09299310310237578,0.5398230088495575
0,0,0.06464876,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,112.8,30.8,0.16339966757178656,0.1419549298875361,0.5398230088495575
0,1,0.302208,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,107.5,44.5,0.18710168867904137,0.17736162272110484,0.4778761061946901
1,0,0.05186999,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,109.9,35.3,0.15537834016969043,0.20431388419429747,0.37168141592920345
0,1,0.010302338,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,103.9,58.7,0.3555372992451436,0.06809082383909085,0.584070796460177
0,0,0.023054011,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,95.8,50.4,0.38014607068651546,0.08856072200418856,0.6106194690265487
0,1,0.047746904,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,115.1,51.4,0.1741352283912387,0.08811608098839271,0.1327433628318584
0,1,0.2918734,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,114.3,32.4,0.1311269241688288,0.17531004868598604,0.24778761061946897
1,0,0.034877717,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,107.8,44.2,0.18144381596504877,0.18315047801503645,0.6106194690265487
0,1,0.073095605,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,115.1,49.5,0.14871265976876336,0.12082840078893267,0.22123893805309736
0,1,0.22193414,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,114.0,44.8,0.1042695008005356,0.2673248869677757,0.34513274336283184
0,0,0.030654116,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,93.9,30.0,0.40395435149892367,0.08479183974748256,0.5044247787610618
0,0,0.060844988,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,97.7,45.9,0.3317503762159754,0.10593724345836747,0.4247787610619469
0,0,0.0055915816,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,77.4,36.7,0.6224733588379875,0.059251337021982244,0.486725663716814
0,1,0.061628252,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,102.3,42.8,0.25563736521419067,0.13830189333456375,0.3982300884955752
0,0,0.011926496,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,96.1,56.1,0.41677307637356464,0.07339983307002597,0.4070796460176991
0,0,0.02722279,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,106.8,37.8,0.18853231892487754,0.18291371074698326,0.584070796460177
0,1,0.097413205,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,108.7,35.0,0.1733709424850027,0.18599265082257796,0.5575221238938053
0,0,0.025778934,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,94.7,28.0,0.404715496466297,0.08201372704339933,0.486725663716814
1,0,0.09350651,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,112.6,39.8,0.10011358001811392,0.31532749870410287,0.752212389380531
0,1,0.12995425,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,111.4,40.6,0.11812749160000201,0.2761828245750908,0.3185840707964601
0,0,0.024523938,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,93.0,29.1,0.4212117495873036,0.08087086600721095,0.6814159292035398
0,1,0.05097066,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,101.6,40.2,0.26274985026462955,0.13626035651870624,0.5575221238938053
1,0,0.088857904,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,111.6,40.3,0.11494010093982421,0.282669287123147,0.49557522123893794
0,1,0.030080074,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,103.8,27.2,0.29595414735837605,0.09739100212167351,0.4247787610619469
0,1,0.023215845,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,103.1,55.1,0.32577473220976066,0.08444422899733116,0.6814159292035398
0,1,0.0656437,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,103.9,54.1,0.3071163674715392,0.09025316525502583,0.5309734513274336
0,0,0.06913588,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,113.5,34.1,0.12045615973828176,0.22454680474715893,0.5044247787610618
0,0,0.037429735,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,104.7,36.7,0.22209590216891564,0.1562582604680205,0.7699115044247786
0,0,0.053771883,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,92.2,40.7,0.40186457345012366,0.0909198664694336,0.486725663716814
1,0,0.122351035,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,113.7,43.8,0.09944234190799196,0.29383755206477535,0.752212389380531
1,0,0.072623715,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,111.5,39.3,0.11676513884565275,0.27865545705343325,0.7699115044247786
0,0,0.047472585,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,100.8,52.0,0.3254548641135562,0.09547614524569317,0.486725663716814
0,0,0.03591525,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,97.3,45.2,0.3350137362729084,0.10575558564531158,0.8849557522123894
0,1,0.19074292,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,106.7,47.0,0.212895258684919,0.1493439892444386,0.654867256637168
0,0,0.06900461,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,115.7,50.7,0.16117018771762281,0.09103826978841943,0.8849557522123894
