player_id,statsbomb_name,statsbomb_name_norm,fifa_player_name,fifa_name_norm,match_score
16003.0,Fernando Francisco Reges,fernando francisco reges,Fernandinho,fernandinho,75.78947368421052
16003.0,Fernando Francisco Reges,fernando francisco reges,Gomes,gomes,67.5
3064.0,David Josué Jiménez Silva,david josue jimenez silva,David Ospina,david ospina,85.5
3064.0,David Josué Jiménez Silva,david josue jimenez silva,Wellington Silva,wellington silva,85.5
3064.0,David Josué Jiménez Silva,david josue jimenez silva,David Henen,david henen,85.5
3064.0,David Josué Jiménez Silva,david josue jimenez silva,David Faupala,david faupala,85.5
3064.0,David Josué Jiménez Silva,david josue jimenez silva,David Silva,david silva,85.5
3708.0,Kelechi Promise Iheanacho,kelechi promise iheanacho,Kelechi Iheanacho,kelechi iheanacho,95.0
3665.0,Andrew Philip King,andrew philip king,Joshua King,joshua king,85.5
3665.0,Andrew Philip King,andrew philip king,Andy King,andy king,85.5
3665.0,Andrew Philip King,andrew philip king,Cameron King,cameron king,85.5
3665.0,Andrew Philip King,andrew philip king,André Ayew,andre ayew,67.5
3665.0,Andrew Philip King,andrew philip king,SandroL,sandrol,65.45454545454547
3462.0,Jack Frank Porteous Cork,jack frank porteous cork,Jack Wilshere,jack wilshere,85.5
3462.0,Jack Frank Porteous Cork,jack frank porteous cork,Jack Grealish,jack grealish,85.5
3462.0,Jack Frank Porteous Cork,jack frank porteous cork,Jack Simpson,jack simpson,85.5
3462.0,Jack Frank Porteous Cork,jack frank porteous cork,Jack Barmby,jack barmby,85.5
3462.0,Jack Frank Porteous Cork,jack frank porteous cork,Jack Byrne,jack byrne,85.5
7780.0,Lucas Pezzini Leiva,lucas pezzini leiva,Lucas Piazon,lucas piazon,85.5
7780.0,Lucas Pezzini Leiva,lucas pezzini leiva,Lucas Leiva,lucas leiva,85.5
7780.0,Lucas Pezzini Leiva,lucas pezzini leiva,Lee Lucas,lee lucas,85.5
3329.0,Cédric Ricardo Alves Soares,cedric ricardo alves soares,Cédric,cedric,90.0
3329.0,Cédric Ricardo Alves Soares,cedric ricardo alves soares,Riccardo Calder,riccardo calder,66.00000000000001
3329.0,Cédric Ricardo Alves Soares,cedric ricardo alves soares,Pape Souaré,pape souare,65.45454545454547
42899.0,Gabriel Antoine Obertan,gabriel antoine obertan,Gabriel,gabriel,90.0
42899.0,Gabriel Antoine Obertan,gabriel antoine obertan,Gabriel Obertan,gabriel obertan,85.5
11333.0,Adama Traoré Diarra,adama traore diarra,Adama,adama,90.0
6695.0,Juan Miguel Jiménez López,juan miguel jimenez lopez,Juan Mata,juan mata,85.5
6695.0,Juan Miguel Jiménez López,juan miguel jimenez lopez,Juanmi,juanmi,75.00000000000001
27053.0,Alexandre Dimitri Song-Billong,alexandre dimitri song billong,Alexandre Pato,alexandre pato,85.5
27053.0,Alexandre Dimitri Song-Billong,alexandre dimitri song billong,Alexandre SongL,alexandre songl,85.5
27053.0,Alexandre Dimitri Song-Billong,alexandre dimitri song billong,Dimitri Payet,dimitri payet,85.5
27053.0,Alexandre Dimitri Song-Billong,alexandre dimitri song billong,Aleksandar Mitrović,aleksandar mitrovic,65.0
28559.0,Enner Remberto Valencia Lastra,enner remberto valencia lastra,Antonio Valencia,antonio valencia,85.5
28559.0,Enner Remberto Valencia Lastra,enner remberto valencia lastra,Enner Valencia,enner valencia,85.5
3267.0,Luis Antonio Valencia Mosquera,luis antonio valencia mosquera,Antonio Valencia,antonio valencia,90.0
3267.0,Luis Antonio Valencia Mosquera,luis antonio valencia mosquera,Enner Valencia,enner valencia,85.5
3267.0,Luis Antonio Valencia Mosquera,luis antonio valencia mosquera,Michail Antonio,michail antonio,85.5
40130.0,Victor Chinedu Anichebe,victor chinedu anichebe,Victor Moses,victor moses,85.5
40130.0,Victor Chinedu Anichebe,victor chinedu anichebe,Victor Valdés,victor valdes,85.5
40130.0,Victor Chinedu Anichebe,victor chinedu anichebe,Victor Wanyama,victor wanyama,85.5
40130.0,Victor Chinedu Anichebe,victor chinedu anichebe,Victor Anichebe,victor anichebe,85.5
40130.0,Victor Chinedu Anichebe,victor chinedu anichebe,Victor MosesL,victor mosesl,85.5
7884.0,Marcin Ryszard Wasilewski,marcin ryszard wasilewski,Marcin Wasilewski,marcin wasilewski,95.0
3052.0,Pablo Javier Zabaleta Girod,pablo javier zabaleta girod,Pablo Zabaleta,pablo zabaleta,85.5
3052.0,Pablo Javier Zabaleta Girod,pablo javier zabaleta girod,Olivier Giroud,olivier giroud,65.76923076923076
19288.0,Martín Gastón Demichelis,martin gaston demichelis,Martín Demichelis,martin demichelis,95.0
19288.0,Martín Gastón Demichelis,martin gaston demichelis,Martin Kelly,martin kelly,85.5
19288.0,Martín Gastón Demichelis,martin gaston demichelis,Martin Škrtel,martin skrtel,85.5
19288.0,Martín Gastón Demichelis,martin gaston demichelis,Martin Olsson,martin olsson,85.5
19288.0,Martín Gastón Demichelis,martin gaston demichelis,Russell Martin,russell martin,85.5
3058.0,Javier Hernández Balcázar,javier hernandez balcazar,Fernando,fernando,67.5
7010.0,Gastón Exequiel Ramírez Pereyra,gaston exequiel ramirez pereyra,Gastón Ramírez,gaston ramirez,85.5
3897.0,Pedro Mba Obiang Avomo,pedro mba obiang avomo,Pedro,pedro,90.0
3897.0,Pedro Mba Obiang Avomo,pedro mba obiang avomo,Pedro Obiang,pedro obiang,85.5
13573.0,Yann Kermorgant,yann kermorgant,Wes Morgan,wes morgan,66.31578947368422
5556.0,Miguel Arturo Layún Prado,miguel arturo layun prado,Jurado,jurado,72.0
3288.0,Miguel Ángel Britos Cabrera,miguel angel britos cabrera,Miguel Angel Britos,miguel angel britos,95.0
3288.0,Miguel Ángel Britos Cabrera,miguel angel britos cabrera,Àngel Rangel,angel rangel,85.5
3288.0,Miguel Ángel Britos Cabrera,miguel angel britos cabrera,Oscar,oscar,72.0
3288.0,Miguel Ángel Britos Cabrera,miguel angel britos cabrera,Angeliño,angelino,65.76923076923076
3973.0,Àngel Rangel Zaragoza,angel rangel zaragoza,Àngel Rangel,angel rangel,90.0
3973.0,Àngel Rangel Zaragoza,angel rangel zaragoza,Angeliño,angelino,69.23076923076923
3957.0,César Azpilicueta Tanco,cesar azpilicueta tanco,Azpilicueta,azpilicueta,90.0
5475.0,John Michael Nchekwube Obinna,john michael nchekwube obinna,John Obi Mikel,john obi mikel,85.5
5475.0,John Michael Nchekwube Obinna,john michael nchekwube obinna,John Swift,john swift,85.5
5475.0,John Michael Nchekwube Obinna,john michael nchekwube obinna,John Terry,john terry,85.5
5475.0,John Michael Nchekwube Obinna,john michael nchekwube obinna,Michael Hector,michael hector,85.5
5475.0,John Michael Nchekwube Obinna,john michael nchekwube obinna,John Stones,john stones,85.5
24743.0,Gary Hooper,gary hooper,Pedro,pedro,67.5
3590.0,Rhu-endly Martina,rhu endly martina,Russell Martin,russell martin,70.96774193548387
3590.0,Rhu-endly Martina,rhu endly martina,Cuco Martina,cuco martina,70.0
3590.0,Rhu-endly Martina,rhu endly martina,Martin Kelly,martin kelly,65.51724137931035
16932.0,Youssouf Chafiq Mulumbu Ngangu,youssouf chafiq mulumbu ngangu,Youssouf Mulumbu,youssouf mulumbu,85.5
42702.0,Modibo Maïga,modibo maiga,Odion Ighalo,odion ighalo,66.66666666666667
5689.0,Juan Guillermo Cuadrado Bello,juan guillermo cuadrado bello,Juan Manuel Iturbe,juan manuel iturbe,85.5
5689.0,Juan Guillermo Cuadrado Bello,juan guillermo cuadrado bello,Guillermo Varela,guillermo varela,85.5
5689.0,Juan Guillermo Cuadrado Bello,juan guillermo cuadrado bello,Juan Mata,juan mata,85.5
5689.0,Juan Guillermo Cuadrado Bello,juan guillermo cuadrado bello,Juan Carlos Paredes,juan carlos paredes,85.5
5689.0,Juan Guillermo Cuadrado Bello,juan guillermo cuadrado bello,Juanmi,juanmi,72.0
9958.0,Steven Caulker,steven caulker,Steven CaulkerL,steven caulkerl,96.55172413793103
9958.0,Steven Caulker,steven caulker,Steven Whittaker,steven whittaker,73.33333333333334
9958.0,Steven Caulker,steven caulker,Steve Harper,steve harper,69.23076923076923
9958.0,Steven Caulker,steven caulker,Steve Cook,steve cook,66.66666666666667
19847.0,Alessandro Diamanti,alessandro diamanti,SandroL,sandrol,77.14285714285715
19847.0,Alessandro Diamanti,alessandro diamanti,Adama,adama,72.0
7121.0,Sandro Ranieri Guimarães Cordeiro,sandro ranieri guimaraes cordeiro,SandroL,sandrol,83.07692307692308
4045.0,Leroy Fer,leroy fer,Leroy FerL,leroy ferl,94.73684210526316
4045.0,Leroy Fer,leroy fer,Federico Fernández,federico fernandez,70.00000000000001
3569.0,Daniel Nii Tackie Mensah Welbeck,daniel nii tackie mensah welbeck,Daniel Crowley,daniel crowley,85.5
3569.0,Daniel Nii Tackie Mensah Welbeck,daniel nii tackie mensah welbeck,Danny Welbeck,danny welbeck,85.5
3569.0,Daniel Nii Tackie Mensah Welbeck,daniel nii tackie mensah welbeck,Daniel Amartey,daniel amartey,85.5
3569.0,Daniel Nii Tackie Mensah Welbeck,daniel nii tackie mensah welbeck,Daniel Sturridge,daniel sturridge,85.5
3569.0,Daniel Nii Tackie Mensah Welbeck,daniel nii tackie mensah welbeck,Timothy Fosu-Mensah,timothy fosu mensah,85.5
6560.0,Marc Muniesa Martínez,marc muniesa martinez,Marc Muniesa,marc muniesa,90.0
6560.0,Marc Muniesa Martínez,marc muniesa martinez,Marc Pugh,marc pugh,85.5
6560.0,Marc Muniesa Martínez,marc muniesa martinez,Marc Wilson,marc wilson,85.5
6560.0,Marc Muniesa Martínez,marc muniesa martinez,Marcus McGuane,marcus mcguane,67.5
4346.0,Gilbert Gianelli Imbula Wanga,gilbert gianelli imbula wanga,Giannelli Imbula,giannelli imbula,85.5
4346.0,Gilbert Gianelli Imbula Wanga,gilbert gianelli imbula wanga,Ola Aina,ola aina,67.5
11992.0,Kevin Linford Stewart,kevin linford stewart,Kevin Toner,kevin toner,85.5
11992.0,Kevin Linford Stewart,kevin linford stewart,Kevin Mirallas,kevin mirallas,85.5
11992.0,Kevin Linford Stewart,kevin linford stewart,Kevin Stewart,kevin stewart,85.5
11992.0,Kevin Linford Stewart,kevin linford stewart,Kevin Mbabu,kevin mbabu,85.5
11992.0,Kevin Linford Stewart,kevin linford stewart,Kevin Wimmer,kevin wimmer,85.5
17276.0,Seydou Doumbia,seydou doumbia,Seydou DoumbiaL,seydou doumbial,96.55172413793103
6652.0,Jordi Amat Maas,jordi amat maas,Jordi Amat,jordi amat,90.0
27949.0,Juan Manuel Iturbe Arévalo,juan manuel iturbe arevalo,Juan Manuel Iturbe,juan manuel iturbe,95.0
27949.0,Juan Manuel Iturbe Arévalo,juan manuel iturbe arevalo,Juan Mata,juan mata,85.5
27949.0,Juan Manuel Iturbe Arévalo,juan manuel iturbe arevalo,Manuel Lanzini,manuel lanzini,85.5
27949.0,Juan Manuel Iturbe Arévalo,juan manuel iturbe arevalo,Juanmi,juanmi,75.00000000000001
42901.0,Osazemwinde Peter Odemwingie,osazemwinde peter odemwingie,Peter Odemwingie,peter odemwingie,90.0
42901.0,Osazemwinde Peter Odemwingie,osazemwinde peter odemwingie,Peter Crouch,peter crouch,85.5
42901.0,Osazemwinde Peter Odemwingie,osazemwinde peter odemwingie,Oscar,oscar,67.5
25351.0,Alexandre Rodrigues da Silva,alexandre rodrigues da silva,Wellington Silva,wellington silva,85.5
25351.0,Alexandre Rodrigues da Silva,alexandre rodrigues da silva,Alexandre Pato,alexandre pato,85.5
25351.0,Alexandre Rodrigues da Silva,alexandre rodrigues da silva,David Silva,david silva,85.5
25351.0,Alexandre Rodrigues da Silva,alexandre rodrigues da silva,Alexandre SongL,alexandre songl,85.5
25351.0,Alexandre Rodrigues da Silva,alexandre rodrigues da silva,Andre Wright,andre wright,67.5
3465.0,Timothy Evans Fosu-Mensah,timothy evans fosu mensah,Timothy Fosu-Mensah,timothy fosu mensah,95.0
3465.0,Timothy Evans Fosu-Mensah,timothy evans fosu mensah,Bernard Mensah,bernard mensah,85.5
3465.0,Timothy Evans Fosu-Mensah,timothy evans fosu mensah,Jonny Evans,jonny evans,85.5
3465.0,Timothy Evans Fosu-Mensah,timothy evans fosu mensah,Moha,moha,67.5
128704.0,Emmanuel Emenike,emmanuel emenike,Emmanuel EmenikeL,emmanuel emenikel,96.96969696969697
128704.0,Emmanuel Emenike,emmanuel emenike,Emmanuel Sonupe,emmanuel sonupe,70.96774193548387
128704.0,Emmanuel Emenike,emmanuel emenike,Emmanuel Rivière,emmanuel riviere,68.75
3722.0,Steven Taylor,steven taylor,Corey Blackett-Taylor,corey blackett taylor,85.5
3722.0,Steven Taylor,steven taylor,Steven CaulkerL,steven caulkerl,71.42857142857143
3722.0,Steven Taylor,steven taylor,Steven Whittaker,steven whittaker,68.96551724137932
3722.0,Steven Taylor,steven taylor,Ilori,ilori,67.5
3722.0,Steven Taylor,steven taylor,Joel Taylor,joel taylor,67.05882352941177
22058.0,Connor Steven Randall,connor steven randall,Connor Dymond,connor dymond,85.5
22058.0,Connor Steven Randall,connor steven randall,Connor Wickham,connor wickham,85.5
22058.0,Connor Steven Randall,connor steven randall,Steven Pienaar,steven pienaar,85.5
22058.0,Connor Steven Randall,connor steven randall,Connor Randall,connor randall,85.5
22058.0,Connor Steven Randall,connor steven randall,Steven Davis,steven davis,85.5
3440.0,Tammy Bakumo-Abraham,tammy bakumo abraham,Tammy Abraham,tammy abraham,85.5
3440.0,Tammy Bakumo-Abraham,tammy bakumo abraham,Moha,moha,67.5
13448.0,Bradley Shaun Smith,bradley shaun smith,Adam Smith,adam smith,85.5
13448.0,Bradley Shaun Smith,bradley shaun smith,Brad Smith,brad smith,85.5
13448.0,Bradley Shaun Smith,bradley shaun smith,Liam Smith,liam smith,85.5
13448.0,Bradley Shaun Smith,bradley shaun smith,Martin Smith,martin smith,85.5
42900.0,Cheik Ismaël Tioté,cheik ismael tiote,Cheick Tioté,cheick tiote,85.5
45014.0,Tokelo Anthony Rantie,tokelo anthony rantie,Tokelo Rantie,tokelo rantie,85.5
4097.0,Matt Grimes,matt grimes,Matthew Grimes,matthew grimes,88.0
4097.0,Matt Grimes,matt grimes,Matty James,matty james,72.72727272727273
4097.0,Matt Grimes,matt grimes,Matt Jarvis,matt jarvis,72.72727272727273
4097.0,Matt Grimes,matt grimes,Matt Ritchie,matt ritchie,69.56521739130434
4097.0,Matt Grimes,matt grimes,Gomes,gomes,67.5
4428.0,Mathieu Debuchy,mathieu debuchy,Matthew Butcher,matthew butcher,66.66666666666667
