location,player,player_id,position,shot_aerial_won,shot_first_time,shot_statsbomb_xg,under_pressure,shot_open_goal,shot_follows_dribble,goal,shot_body_part_Head,shot_body_part_Left Foot,shot_body_part_Other,shot_body_part_Right Foot,shot_technique_Backheel,shot_technique_Diving Header,shot_technique_Half Volley,shot_technique_Lob,shot_technique_Normal,shot_technique_Overhead Kick,shot_technique_Volley,shot_type_Corner,shot_type_Free Kick,shot_type_Open Play,shot_type_Penalty,x,y,distance,angle
"[107.2, 32.1]",Mesut Özil,3496.0,Center Attacking Midfield,0,0,0.17639641,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,107.2,32.1,15.04160895649132,25.967899347050107
"[102.5, 44.5]",Andrew Philip King,3665.0,Right Center Forward,0,1,0.101796836,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,102.5,44.5,18.069310999592652,24.26993095789767
"[107.0, 29.8]",Theo Walcott,3668.0,Center Forward,0,0,0.095833994,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,107.0,29.8,16.523922052587878,22.028565418281776
"[89.8, 31.3]",N''Golo Kanté,3961.0,Right Center Midfield,0,0,0.021536218,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,89.8,31.3,31.42817207538485,13.962273537990535
"[89.4, 48.6]",Santiago Cazorla González,11386.0,Left Center Midfield,0,0,0.020803722,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,89.4,48.6,31.785531299633796,13.831058231540883
"[102.8, 48.1]",Aaron Ramsey,3517.0,Right Wing,0,0,0.08141377,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,102.8,48.1,19.01183841715472,21.718432311179413
"[97.8, 52.0]",Aaron Ramsey,3517.0,Right Wing,0,0,0.035183277,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,97.8,52.0,25.235689013775712,15.96392134227357
"[106.5, 44.0]",Theo Walcott,3668.0,Center Forward,0,0,0.08554249,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,106.5,44.0,14.080127840328723,30.650667957052864
"[104.4, 50.6]",Mesut Özil,3496.0,Center Attacking Midfield,0,1,0.061348923,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,104.4,50.6,18.86054081939327,20.171381259200928
"[92.5, 29.0]",Alexis Alejandro Sánchez Sánchez,3385.0,Left Wing,0,0,0.026167579,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,92.5,29.0,29.618406439239774,14.329363929994399
"[112.2, 30.8]",Jamie Vardy,10960.0,Left Center Forward,0,0,0.30048242,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,112.2,30.8,12.06150902665168,25.7307056015312
"[110.3, 24.8]",Riyad Mahrez,3814.0,Right Midfield,0,0,0.05151989,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,110.3,24.8,18.031361568112377,14.091615593248179
"[114.8, 34.3]",Wes Morgan,3813.0,Left Center Back,1,0,0.08111569,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,114.8,34.3,7.7155686763841365,43.7012579030312
"[108.7, 52.4]",Riyad Mahrez,3814.0,Right Midfield,0,1,0.09895737,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,108.7,52.4,16.776471619503308,18.80646967419165
"[113.3, 36.4]",Andrej Kramarić,5460.0,Left Center Midfield,0,1,0.36157164,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,113.3,36.4,7.605918747922571,52.01786630899477
"[110.5, 26.7]",Jamie Vardy,10960.0,Left Center Forward,0,0,0.0611111,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,110.5,26.7,16.34441800738099,16.836867620190695
"[108.8, 27.3]",Mesut Özil,3496.0,Center Attacking Midfield,0,0,0.19784258,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,108.8,27.3,16.933103672983286,18.312325279052914
"[108.6, 36.2]",Olivier Giroud,3604.0,Center Forward,0,1,0.21319295,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,108.6,36.2,12.016655108639846,35.38543072909904
"[101.4, 48.2]",Ander Herrera Agüera,3606.0,Left Attacking Midfield,0,0,0.03142079,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,101.4,48.2,20.327321515635056,20.53707310785531
"[111.2, 40.6]",Memphis Depay,2988.0,Left Center Forward,0,1,0.19655217,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,111.2,40.6,8.820430828479976,48.72201501471622
"[109.6, 53.9]",Odion Jude Ighalo,5458.0,Center Forward,0,0,0.08215285,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,109.6,53.9,17.360011520733504,16.254113743411597
"[112.0, 53.5]",Morgan Schneiderlin,3600.0,Right Defensive Midfield,0,1,0.06238033,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,112.0,53.5,15.692354826475215,15.533736225610925
"[99.1, 46.2]",Etienne Capoue,3721.0,Right Defensive Midfield,0,1,0.045200415,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,99.1,46.2,21.800229356591647,20.005141240364885
"[94.6, 21.4]",Memphis Depay,2988.0,Left Center Forward,0,0,0.00821562,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,94.6,21.4,31.48205838251369,11.771104578576109
"[103.9, 32.0]",Jesse Lingard,3293.0,Right Center Forward,0,0,0.19899037,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,103.9,32.0,17.978042162593784,22.74621785885406
"[91.5, 48.5]",Bastian Schweinsteiger,18414.0,Left Defensive Midfield,0,0,0.024351954,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,91.5,48.5,29.740544715926102,14.709461109642053
"[103.2, 52.0]",Phil Jones,3314.0,Right Center Back,0,0,0.052710865,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,103.2,52.0,20.645580640902303,18.13947391083201
"[96.5, 22.6]",Memphis Depay,2988.0,Left Center Forward,0,0,0.016059695,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,96.5,22.6,29.24055403031892,12.6298528804791
"[102.4, 33.9]",Troy Deeney,3454.0,Center Attacking Midfield,0,1,0.08930233,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,102.4,33.9,18.62713075060139,23.045687226923377
"[115.5, 39.0]",Odion Jude Ighalo,5458.0,Center Forward,0,1,0.28411442,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,115.5,39.0,4.6097722286464435,81.70285503016314
"[90.1, 43.7]",Ben Watson,3626.0,Left Defensive Midfield,0,0,0.027688993,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,90.1,43.7,30.12806001056159,15.01616768153155
"[105.7, 27.9]",Memphis Depay,2988.0,Left Center Forward,0,0,0.03773829,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,105.7,27.9,18.73232500251904,18.85988515624365
"[111.4, 32.3]",Etienne Capoue,3721.0,Right Defensive Midfield,0,1,0.11945056,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,111.4,32.3,11.543396380615194,30.403574683265536
"[106.1, 27.4]",Almen Abdi,43081.0,Left Wing,0,0,0.049189508,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,106.1,27.4,18.760863519571807,18.313610621633224
"[103.1, 45.7]",Troy Deeney,3454.0,Center Attacking Midfield,0,1,0.12343411,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,103.1,45.7,17.83535814050282,24.110135531802644
"[98.8, 38.8]",Jesse Lingard,3293.0,Right Center Forward,0,1,0.27037808,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,98.8,38.8,21.2339351039792,21.30541767429225
"[108.1, 40.1]",Troy Deeney,3454.0,Center Attacking Midfield,0,0,0.7835,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,108.1,40.1,11.900420160649796,37.15634507564839
"[111.7, 36.3]",Chris Smalling,10958.0,Center Back,0,1,0.086513646,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,111.7,36.3,9.087353850269064,44.9224452247426
"[107.4, 29.8]",Jesse Lingard,3293.0,Right Center Forward,0,0,0.0693088,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,107.4,29.8,16.21110730332755,22.216473350424007
"[118.0, 48.4]",Bastian Schweinsteiger,18414.0,Left Defensive Midfield,0,1,0.11984462,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,118.0,48.4,8.63481325796916,15.281607734694834
"[109.0, 39.7]",Odion Jude Ighalo,5458.0,Center Forward,0,1,0.05718027,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,109.0,39.7,11.00409014866745,39.942047974433905
"[120.2, 1.0]",Junior Stanislas,3463.0,Left Midfield,0,0,0.00018,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,120.2,1.0,39.000512817141264,0.06091081478599388
"[112.4, 36.2]",Marouane Fellaini-Bakkioui,3296.0,Right Defensive Midfield,0,1,0.38391295,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,112.4,36.2,8.497058314499194,47.25149496166372
"[107.7, 35.4]",Paddy McNair,9648.0,Right Center Back,0,0,0.06646917,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,107.7,35.4,13.132021931142209,32.168042847134366
"[111.0, 44.9]",Paddy McNair,9648.0,Right Center Back,0,1,0.083019175,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,111.0,44.9,10.247438704378768,38.969322038718694
"[89.9, 48.6]",Junior Stanislas,3463.0,Left Midfield,0,0,0.037855312,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,89.9,48.6,31.304472523906224,14.025474320786468
"[101.7, 41.5]",Anthony Martial,20039.0,Center Forward,0,0,0.16560505,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,101.7,41.5,18.361372497719223,24.507101111481653
"[110.4, 28.3]",Memphis Depay,2988.0,Left Wing,0,0,0.13040406,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,110.4,28.3,15.134397906755323,19.823156444764592
"[114.5, 38.9]",Marouane Fellaini-Bakkioui,3296.0,Right Defensive Midfield,0,0,0.31130567,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,114.5,38.9,5.608921464952064,70.64037929170776
"[97.3, 28.4]",Junior Stanislas,3463.0,Left Midfield,0,0,0.03266647,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,97.3,28.4,25.492155656201383,15.987172760553813
"[112.1, 36.0]",Joshua King,3346.0,Center Forward,0,1,0.09392718,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,112.1,36.0,8.854942122905157,45.36034606338721
"[99.1, 47.6]",Matt Ritchie,3049.0,Right Midfield,0,0,0.04915676,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,99.1,47.6,22.238929830367294,19.258096109923077
"[102.2, 40.6]",Matt Ritchie,3049.0,Right Midfield,1,0,0.03607292,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,102.2,40.6,17.810109488714545,25.303640107509416
"[110.2, 56.6]",Simon Francis,3608.0,Right Center Back,0,0,0.014183522,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,110.2,56.6,19.276929216034386,12.433235188095633
"[112.0, 41.4]",Joshua King,3346.0,Center Forward,0,1,0.13452877,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,112.0,41.4,8.121576201698781,52.02351159573984
"[106.3, 36.7]",Marouane Fellaini-Bakkioui,3296.0,Right Defensive Midfield,0,1,0.07648106,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,106.3,36.7,14.091841611372166,30.97575371533492
"[106.3, 29.0]",Marouane Fellaini-Bakkioui,3296.0,Right Defensive Midfield,0,1,0.057882454,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,106.3,29.0,17.56957597667058,20.528795438847357
"[111.4, 43.8]",Marouane Fellaini-Bakkioui,3296.0,Right Defensive Midfield,0,1,0.1427861,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,111.4,43.8,9.402127418834521,43.539517488156385
"[111.8, 45.3]",Glenn Murray,3085.0,Center Forward,0,0,0.5549199,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,111.8,45.3,9.763708311906907,39.58821333560331
"[114.0, 41.5]",Glenn Murray,3085.0,Center Forward,0,1,0.12418688,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,114.0,41.5,6.18465843842649,65.13031202604127
"[101.5, 39.1]",Michael Carrick,4751.0,Left Defensive Midfield,0,1,0.0649704,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,101.5,39.1,18.521878954360975,24.347529796537717
"[104.5, 37.1]",Anthony Martial,20039.0,Right Wing,0,0,0.04094817,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,104.5,37.1,15.768956845650887,28.05612365336499
"[97.9, 29.4]",Harry Arter,3304.0,Right Center Midfield,0,0,0.054196835,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,97.9,29.4,24.51060994753088,16.82222412094674
"[89.1, 47.0]",Cheikhou Kouyaté,3684.0,Left Center Midfield,0,1,0.020213937,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,89.1,47.0,31.682960720235734,14.049753919586294
"[96.5, 49.5]",Michail Antonio,3349.0,Left Midfield,0,0,0.02470938,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,96.5,49.5,25.347583711273153,16.70343926836254
"[101.1, 57.0]",Michail Antonio,3349.0,Left Midfield,0,0,0.025405297,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,101.1,57.0,25.420660888340418,13.491400623710636
"[94.4, 46.2]",Alexandre Dimitri Song-Billong,27053.0,Center Defensive Midfield,0,1,0.029137122,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,94.4,46.2,26.340083523026266,16.81240332890785
"[111.4, 46.2]",Marco van Ginkel,8251.0,Center Attacking Midfield,0,1,0.084593154,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,111.4,46.2,10.601886624558855,35.515182394813394
"[100.5, 39.6]",Ibrahim Afellay,4891.0,Right Wing,0,0,0.07471115,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,100.5,39.6,19.504102132628407,23.17524608182389
"[111.7, 39.7]",Ryan Shawcross,4035.0,Right Center Back,1,0,0.07348032,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,111.7,39.7,8.305419917138444,51.413928735755384
"[113.6, 42.2]",Marko Arnautović,3325.0,Left Wing,0,1,0.3105806,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,113.6,42.2,6.767569726275458,59.79925737981656
"[108.1, 38.4]",James Collins,3482.0,Right Center Back,0,1,0.08400308,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,108.1,38.4,12.007081243999314,36.603617879864146
"[111.5, 37.9]",James Collins,3482.0,Right Center Back,0,1,0.12966536,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,111.5,37.9,8.755569655939013,48.265161362942436
"[95.5, 47.8]",Mauro Matías Zárate,27853.0,Right Midfield,0,0,0.062677845,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,95.5,47.8,25.71167050193355,16.900542561496646
"[111.1, 49.7]",Cheikhou Kouyaté,3684.0,Left Center Midfield,0,1,0.059325803,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,111.1,49.7,13.164345787011225,24.353327394753553
"[106.6, 34.4]",Andy Carroll,4271.0,Center Forward,1,0,0.030481705,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,106.6,34.4,14.523085071705673,28.80943965963835
"[107.4, 36.7]",Andy Carroll,4271.0,Center Forward,1,0,0.041745376,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,107.4,36.7,13.02497600765544,33.26633467386448
"[111.1, 39.7]",Michail Antonio,3349.0,Left Midfield,0,0,0.17260039,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,111.1,39.7,8.905054744357281,48.36146626146255
"[107.4, 34.5]",Michail Antonio,3349.0,Left Midfield,0,0,0.13309301,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,107.4,34.5,13.748090776540568,30.226159210304637
"[107.0, 51.0]",Marko Arnautović,3325.0,Left Wing,0,1,0.07664683,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,107.0,51.0,17.029386365926403,20.7848610139685
"[113.6, 39.5]",Andy Carroll,4271.0,Center Forward,1,0,0.15741299,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,113.6,39.5,6.419501538281619,63.78515767385715
"[110.3, 35.0]",Cheikhou Kouyaté,3684.0,Left Defensive Midfield,1,0,0.06870421,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,110.3,35.0,10.912836478203092,36.97025130174832
"[88.6, 40.9]",Marko Arnautović,3325.0,Left Wing,0,0,0.0288367,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,88.6,40.9,31.412895441203766,14.507844652338202
"[103.5, 27.8]",Bojan Krkíc Pérez,4913.0,Center Attacking Midfield,0,1,0.03340511,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,103.5,27.8,20.520477577288496,18.04838136937552
"[112.1, 39.5]",Andy Carroll,4271.0,Center Forward,1,0,0.08574834,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,112.1,39.5,7.915806970865326,53.56187662201678
"[96.4, 42.6]",Mark Noble,3874.0,Right Defensive Midfield,0,0,0.04102696,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,96.4,42.6,23.74278837878988,19.019158123305115
"[104.4, 21.7]",Aaron Cresswell,3062.0,Left Back,0,1,0.01664262,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,104.4,21.7,24.046829312822094,12.514780097848218
"[107.0, 48.7]",Mame Biram Diouf,3603.0,Center Forward,0,1,0.21944693,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,107.0,48.7,15.642570121306795,24.454335852428024
"[105.3, 56.6]",Bojan Krkíc Pérez,4913.0,Center Attacking Midfield,0,0,0.032244846,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,105.3,56.6,22.17318199988446,13.887346247211905
"[93.8, 41.4]",Charlie Adam,3636.0,Right Defensive Midfield,0,1,0.029621327,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,93.8,41.4,26.2373779177722,17.31325992672235
"[102.7, 37.8]",Mame Biram Diouf,3603.0,Center Forward,0,0,0.06940423,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,102.7,37.8,17.439323381370045,25.656777587605454
"[101.2, 30.8]",Michail Antonio,3349.0,Right Wing,0,0,0.03947005,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,101.2,30.8,20.930360723121805,19.612536752906397
"[101.6, 48.4]",Mauro Matías Zárate,27853.0,Center Attacking Midfield,0,0,0.058368266,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,101.6,48.4,20.22671500763286,20.52792898457034
"[111.9, 38.5]",Enner Remberto Valencia Lastra,28559.0,Left Wing,0,0,0.27661958,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,111.9,38.5,8.237718130647583,51.32941051400477
"[96.0, 46.8]",Mauro Matías Zárate,27853.0,Center Attacking Midfield,0,0,0.029259034,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,96.0,46.8,24.944738924270183,17.573320271947576
"[81.2, 32.9]",Cheikhou Kouyaté,3684.0,Left Defensive Midfield,0,0,0.007381318,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,81.2,32.9,39.44426447533279,11.396845533533622
"[102.7, 43.9]",Mame Biram Diouf,3603.0,Center Forward,0,1,0.42787996,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,102.7,43.9,17.734147850968196,24.874872025137364
"[78.1, 38.0]",Enner Remberto Valencia Lastra,28559.0,Left Wing,0,0,0.0054937513,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,78.1,38.0,41.94770553915912,10.882053464832852
"[116.6, 42.9]",Cheikhou Kouyaté,3684.0,Left Defensive Midfield,0,0,0.18486765,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,116.6,42.9,4.468780594300869,81.69597982885058
"[103.7, 26.7]",Alexis Alejandro Sánchez Sánchez,3385.0,Left Wing,1,0,0.021022763,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,103.7,26.7,21.03758541277967,16.997716004993045
"[115.6, 44.6]",Alexis Alejandro Sánchez Sánchez,3385.0,Left Wing,0,1,0.3619568,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,115.6,44.6,6.365532185135825,55.13928148782283
"[105.7, 42.0]",Mesut Özil,3496.0,Center Attacking Midfield,0,1,0.12780957,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,105.7,42.0,14.439182802361078,30.723718175443594
"[102.8, 37.4]",Alexis Alejandro Sánchez Sánchez,3385.0,Left Wing,0,0,0.078730255,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,102.8,37.4,17.39540169125163,25.646204960382573
"[89.0, 44.9]",Santiago Cazorla González,11386.0,Left Center Midfield,0,0,0.020406762,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,89.0,44.9,31.384868965793054,14.355642970911699
"[112.9, 44.4]",Aaron Ramsey,3517.0,Right Wing,0,1,0.30145916,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,112.9,44.4,8.35284382710463,46.56970946011072
"[101.9, 57.4]",Theo Walcott,3668.0,Center Forward,0,0,0.03948905,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,101.9,57.4,25.10717029057635,13.261934059038426
"[109.5, 40.0]",Anthony Martial,20039.0,Center Forward,0,0,0.36363524,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,109.5,40.0,10.5,41.708916079156694
"[94.8, 36.3]",Ashley Young,3612.0,Left Back,0,0,0.04910972,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,94.8,36.3,25.470178640912597,17.672883685158816
"[94.4, 46.0]",Mesut Özil,3496.0,Center Attacking Midfield,0,0,0.05942554,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,94.4,46.0,26.29372548727167,16.869700230416385
"[96.2, 46.0]",Mesut Özil,3496.0,Center Attacking Midfield,0,1,0.027135253,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,96.2,46.0,24.5446531855718,17.987105082715942
"[97.9, 34.4]",Wayne Mark Rooney,3538.0,Left Wing,0,0,0.044761263,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,97.9,34.4,22.79846486059971,19.33871697925961
"[110.9, 37.6]",Bastian Schweinsteiger,18414.0,Center Attacking Midfield,0,0,0.54113483,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,110.9,37.6,9.411163583744568,45.09065156698091
"[98.4, 45.4]",Juan Manuel Mata García,3294.0,Right Wing,0,1,0.070311815,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,98.4,45.4,22.26477037833536,19.8095335165618
"[103.4, 38.1]",Mesut Özil,3496.0,Center Attacking Midfield,0,1,0.16058023,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,103.4,38.1,16.708381130438696,26.77627809922032
"[94.1, 54.2]",Juan Manuel Mata García,3294.0,Right Wing,0,0,0.02391848,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,94.1,54.2,29.537264599146624,13.600185742560626
"[101.1, 55.9]",Luis Antonio Valencia Mosquera,3267.0,Right Back,0,1,0.034163345,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,101.1,55.9,24.69858295530333,14.280634575099848
"[105.0, 38.0]",Olivier Giroud,3604.0,Center Forward,0,1,0.20838387,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,105.0,38.0,15.132745950421556,29.39605285494326
"[93.2, 47.5]",Wayne Mark Rooney,3538.0,Left Wing,0,0,0.027956977,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,93.2,47.5,27.829660436304284,15.783840289581047
"[112.6, 53.2]",Alex Oxlade-Chamberlain,3525.0,Center Attacking Midfield,0,1,0.12895793,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,112.6,53.2,15.13274595042156,15.532434838755703
"[115.7, 38.2]",Fabricio Coloccini,26207.0,Left Center Back,0,1,0.41482657,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,115.7,38.2,4.661544808322662,80.54307974166032
"[107.2, 52.1]",Moussa Sissoko,3091.0,Right Midfield,0,0,0.064534955,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,107.2,52.1,17.613914953808536,19.188070288622836
"[107.7, 48.7]",Aleksandar Mitrović,4269.0,Left Center Forward,1,0,0.037371393,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,107.7,48.7,15.065855435387663,25.004106565017576
"[91.4, 36.6]",Lee Cattermole,10783.0,Right Defensive Midfield,0,0,0.021841373,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,91.4,36.6,28.8013888554007,15.708474661976457
"[98.6, 28.7]",Georginio Wijnaldum,3567.0,Left Midfield,0,1,0.054690037,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,98.6,28.7,24.200206610688273,16.727384217804513
"[102.3, 38.2]",Jack Colback,9649.0,Right Defensive Midfield,0,0,0.07391329,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,102.3,38.2,17.791290003819288,25.22829452934457
"[112.8, 43.9]",Aleksandar Mitrović,4269.0,Left Center Forward,0,0,0.8392974,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,112.8,43.9,8.18840643837371,48.44991906614589
"[103.0, 56.0]",Moussa Sissoko,3091.0,Right Midfield,0,0,0.031611867,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,103.0,56.0,23.345235059857504,14.417870458709933
"[94.0, 47.5]",Moussa Sissoko,3091.0,Right Midfield,0,0,0.026376052,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,94.0,47.5,27.060118255469618,16.193370929528164
