shot_aerial_won,shot_first_time,under_pressure,shot_open_goal,shot_follows_dribble,goal,shot_technique_Backheel,shot_technique_Diving Header,shot_technique_Half Volley,shot_technique_Lob,shot_technique_Normal,shot_technique_Overhead Kick,shot_technique_Volley,shot_type_Corner,shot_type_Free Kick,shot_type_Open Play,shot_type_Penalty,distance,angle,shooting,body_part_rating
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.424055886367558,0.09876273937118069,0.5823389021479712,1.0
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.21164690829675747,0.18756266880995648,0.8758949880668256,1.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.34237993288643637,0.12267581106678681,0.8758949880668256,1.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.10821864744561206,0.23060525817992072,0.486873508353222,0.11156186612576068
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.1761964053330247,0.22140028779306156,0.7780429594272076,0.15618661257606492
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.39586535152989355,0.0920108947832085,0.8019093078758948,1.0
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.1215885220085444,0.2773122724681524,0.7780429594272076,0.15618661257606492
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.42411025512092254,0.093675001081991,0.5823389021479712,1.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.4356681824475751,0.09737794929251847,0.60381861575179,0.5943204868154158
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.453106531493345,0.08017646931857987,0.8019093078758948,1.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.08321770877684355,0.36388269132544854,0.7875894988066825,0.1257606490872211
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.35973320035127,0.11696069785192145,0.7326968973747017,1.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.3091462254013676,0.1300388580323456,0.8019093078758948,0.5943204868154158
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.36603656809077023,0.0863341265086363,0.7971360381861574,1.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.2516638699317751,0.1598838245018577,0.6157517899761338,0.1237322515212982
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.3935694015466673,0.10123625769815761,0.5823389021479712,1.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.41145898694992367,0.10132239406416035,0.7326968973747017,1.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.3482785853610403,0.07975973279481693,0.7326968973747017,1.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.23756413139965565,0.14496818425843022,0.7661097852028638,1.0
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.2779548133177763,0.10086343154429055,0.5799522673031026,1.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.24498823060288222,0.057404223649892026,0.8758949880668256,1.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.21619053705364386,0.1798908266800798,0.5155131264916468,0.10750507099391482
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.3496171646253198,0.1089207082077424,0.8615751789976134,1.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.4413947358698345,0.0830258723452086,0.8066825775656323,
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.2225561071533177,0.1455091408657488,0.8615751789976134,1.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.3588527697226244,0.06361994987438904,0.935560859188544,1.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.3751091893451075,0.08544924811646311,0.935560859188544,1.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.2540061810248075,0.10951273765128948,0.935560859188544,1.0
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.35783257500344806,0.09442262530628313,0.8353221957040573,1.0
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.1550143594274464,0.20904487674867184,0.9188544152744629,0.1359026369168357
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.23040680544988953,0.09838825098997427,0.928400954653938,1.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.4759802494429491,0.07983787723027286,0.7923627684964201,1.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.2489478370582628,0.1629403877425617,1.0,1.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.11810489883772872,0.3050910406514843,0.809069212410501,1.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.20652474690163794,0.18862289103828658,1.0,0.1237322515212982
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.22072236994679478,0.09576843794144442,0.809069212410501,1.0
